1646360103.6199698,434570
1646361003.9790654,433736
1646361903.4311194,435178
1646362803.8674276,434932
1646363703.2472801,432874
1646364603.6177757,434309
1646365503.8914225,432157
1646366403.0279388,431542
1646367303.309806,432603
1646369103.5798938,431687
1646370003.7511933,431207
1646370902.8823774,431952
1646371803.09293,432889
1646372703.3877287,431862
1646373604.5382366,433295
1646374503.6728323,433064
1646375402.915016,431146
1646376303.0633008,435535
1646377204.1514661,431612
1646378104.2239466,430902
1646379003.339088,432323
1646379904.460701,431597
1646380804.5513732,431697
1646381703.7972367,431557
1646382602.939507,431036
1646383504.2082222,432152
1646384403.5187838,432683
1646385303.8013449,431787
1646386203.131295,432528
1646387103.455492,434857
1646388003.8277495,434645
1646388903.2464151,435777
1646389803.6622403,433475
1646390703.081473,434359
1646391603.488041,434118
1646392503.9433193,434575
1646393403.379574,434806
1646394303.8057816,435173
1646395203.2256224,435289
1646396103.7090542,435369
1646397003.146307,436034
1646397903.6148138,435862
1646398804.066879,434369
1646399703.5012023,436013
1646400603.9670224,435943
1646401503.346906,436144
1646402403.7535126,435002
1646403303.220772,433601
1646404203.631331,435405
1646405104.0676734,436013
1646406003.4686537,435269
1646406903.9496288,435943
1646407803.4112391,436840
1646408703.858436,435641
1646409603.3144205,436935
1646410503.723032,436265
1646411403.133465,437339
1646412303.5822592,435943
1646413203.987377,437404
1646414104.4285705,439268
1646415003.8571527,438778
1646415903.3112264,441659
1646416803.778128,442873
1646417703.1938035,443315
1646418603.650381,443941
1646419504.1326344,443967
1646420403.599181,445536
1646421304.0311034,445449
1646422203.4516063,446143
1646423103.88967,446378
1646424003.3614433,446562
1646424903.7904623,446419
1646425803.2390304,447477
1646426703.7098572,449044
1646427603.142157,449444
1646428503.607467,449357
1646429403.0223386,450075
1646430303.4578218,451087
1646431203.91896,451905
1646432103.367508,451771
1646433003.8015616,451787
1646433903.231662,450532
1646434803.6486914,452317
1646435703.0737193,452173
1646436603.513404,453791
1646437503.9115365,454509
1646438403.3071027,455258
1646439303.7838392,455744
1646440203.236391,455036
1646441103.7204926,455392
1646442003.1412795,455967
1646442903.643012,455801
1646443803.077187,455356
1646444703.5153015,455113
1646445602.96478,453900
1646446503.4219754,454498
1646447403.8752728,455072
1646448303.2736955,453466
1646449203.6777916,452837
1646450104.1600318,453724
1646451003.62206,453420
1646451904.0740027,453213
1646452803.5151682,452574
1646453703.955185,451993
1646454603.3599815,452271
1646455503.8493676,450902
1646456403.2910192,451262
1646457303.7558212,450137
1646458203.1798122,449880
1646459103.623789,449624
1646460004.0504444,448665
1646460903.477002,448030
1646461803.9380088,447539
1646462703.3876681,447503
1646463603.8499923,446399
1646464503.2514074,447216
1646465403.741051,446593
1646466303.131645,447002
1646467203.5782561,446639
1646468104.0557456,447032
1646469003.4902818,446445
1646469903.9723547,446368
1646470803.3798954,446572
1646471703.830141,446051
1646472603.245776,446705
1646473503.6390262,446450
1646474404.1112266,446557
1646475303.531258,447457
1646476203.97307,447636
1646477103.433498,447365
1646478003.8949163,448696
1646478903.3353195,448414
1646479803.7633688,448552
1646480703.1875134,449588
1646481603.6394944,450250
1646482504.045977,450743
1646483403.4784226,450532
1646484303.9876552,451468
1646485203.418124,450111
1646486103.8956401,452492
1646487003.3554718,451895
1646487903.7756224,452096
1646488803.2107773,452024
1646489703.6413367,454158
1646490603.0691862,454922
1646491503.5229774,454798
1646492403.970248,453910
1646493303.4140177,454426
1646494203.8616624,453487
1646495103.2711353,454240
1646496003.713883,454395
1646496903.1451082,454338
1646497803.5797794,452677
1646498704.0437415,451283
1646499603.4928663,449747
1646500503.9876738,448614
1646501403.3979928,447308
1646502303.8589811,446404
1646503203.2896378,445210
1646504103.7595458,443905
1646505003.224756,441745
1646505903.6302922,440219
1646506804.048713,439319
1646507703.4672706,439885
1646508603.914472,439475
1646509503.3310554,439931
1646510403.7446692,440042
1646511303.1805775,441162
1646512203.6080873,440974
1646513104.077137,441979
1646514003.4634109,443188
1646514903.887398,442919
1646515803.338324,444552
1646516703.7676454,446097
1646517603.2118466,445633
1646518503.6516526,444985
1646519404.0421474,446674
1646520303.4677083,446429
1646521203.9215467,446685
1646522104.3620992,446276
1646523003.8032591,447068
1646523903.1904562,448035
1646524803.6595836,448547
1646525703.074911,449244
1646526603.5159872,448609
1646527503.96224,449316
1646528403.3573816,449860
1646529303.7996762,451411
1646530203.1989226,451730
1646531103.6552684,452590
1646532004.1075032,452770
1646532903.5377145,454659
1646533803.9716308,455005
1646534704.3996434,455196
1646535603.8057003,457080
1646536503.2197886,457926
1646537403.6808853,460004
1646538303.1556783,460343
1646539203.5783381,461333
1646540104.0464125,460780
1646541003.4717228,462930
1646541903.9230206,462993
1646542803.3297973,463526
1646543703.793668,463165
1646544603.2196047,463777
1646545503.682379,465332
1646546403.0989723,464782
1646547303.5696642,465804
1646548204.029793,466302
1646549104.4711192,466140
1646550003.9510841,465495
1646550903.3686779,466276
1646551803.8278732,466659
1646552703.2407002,466491
1646553604.7110932,467379
1646554504.1168509,468295
1646555403.5476184,468405
1646556302.936697,467916
1646557203.3827968,468653
1646558103.8022246,469480
1646559003.1989145,468479
1646559903.6510417,469522
1646560804.0697656,470424
1646561703.505909,471317
1646562603.871705,471956
1646563503.2831163,471681
1646564403.7194061,472380
1646565303.1314387,472041
1646566203.618363,471480
1646567104.10704,473662
1646568003.5298724,473869
1646568903.9756289,474213
1646569803.4267645,475382
1646570703.9236603,476616
1646571603.3703544,476451
1646572503.7833123,477302
1646573403.258872,478086
1646574303.6918178,479004
1646575203.1321216,478945
1646576103.5919535,478214
1646577003.9988418,479592
1646577903.414265,479586
1646578803.8018477,479929
1646579703.173899,479955
1646580603.6016672,479747
1646581504.0355556,479277
1646582403.4909587,477809
1646583303.926039,476775
1646584203.341584,475903
1646585103.8137107,472867
1646586003.2615483,472163
1646586903.6911573,468842
1646587803.112655,469258
1646588703.5414076,467947
1646589603.975046,466964
1646590503.4189644,466082
1646591403.834282,464661
1646592303.275291,463452
1646593203.6944432,463683
1646594104.1620731,463813
1646595003.6045775,464342
1646595904.0395844,466245
1646596803.447186,466859
1646597703.9071403,467695
1646598603.3336706,468263
1646599503.7311134,468537
1646600403.0912251,468837
1646601303.4629972,470413
1646602203.948738,470044
1646603103.3756256,471914
1646604003.8230617,472141
1646604903.2634063,472549
1646605803.6915724,472825
1646606704.123669,473465
1646607603.5535505,474235
1646608504.002381,473360
1646609403.3861349,475095
1646610303.8294778,474893
1646611203.2501295,474893
1646612103.6596396,476147
1646613004.1200259,475977
1646613903.5858777,476514
1646614804.0558307,476355
1646615703.4854543,477334
1646616603.9352982,476504
1646617503.3475142,478188
1646618403.8313756,478086
1646619303.2577307,476674
1646620203.7075,476695
1646621103.1332932,477377
1646622003.6311269,476786
1646622904.0779765,475945
1646623803.5317118,475079
1646624702.9794145,473890
1646625603.4263015,474967
1646626503.8852818,474192
1646627403.2936628,474436
1646628303.7544374,473890
1646629203.2235785,474526
1646630103.6784723,472094
1646631003.0810046,472232
1646631903.5072892,475562
1646632802.90923,476062
1646633703.3584435,477521
1646634603.8114097,477361
1646635503.2316182,478694
1646636403.6276755,479442
1646637304.0514312,480271
1646638203.4950278,481711
1646639103.911794,482666
1646640003.334937,484014
1646640903.725984,485387
1646641803.1597924,484240
1646642703.6023786,485241
1646643604.0782242,486395
1646644503.5393736,486497
1646645403.9593062,487993
1646646303.3396678,488155
1646647203.8063998,487826
1646648103.186067,488220
1646649003.659588,489319
1646649904.1171107,489075
1646650803.4590757,488880
1646651703.897474,488042
1646652603.3184772,488972
1646653503.738976,489460
1646654403.1302888,489367
1646655303.5646567,489378
1646656204.0393338,489611
1646657103.467419,489091
1646658003.9591837,489904
1646658903.3701563,492042
1646659803.819677,491732
1646660703.2234726,492205
1646661603.6554155,489828
1646662503.0855293,493571
1646663403.5556166,493331
1646664303.99891,493500
1646665203.3956785,493549
1646666103.8143015,493408
1646667003.202451,494683
1646667903.5780988,489443
1646668804.0317419,488951
1646671504.447416,508116
1646672402.8556392,431742
